"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rnh1.2",0,-0.846461362648915,0.616,0.787,0,"M2 Macro. (Cx3cr1_lo)","Rnh1"
"Ms4a4c.3",0,-0.867306734951849,0.358,0.553,0,"M2 Macro. (Cx3cr1_lo)","Ms4a4c"
"Fxyd5.2",0,-0.873678293972862,0.774,0.923,0,"M2 Macro. (Cx3cr1_lo)","Fxyd5"
"Acp5.2",0,-0.896628363349379,0.191,0.401,0,"M2 Macro. (Cx3cr1_lo)","Acp5"
"Plbd1.2",0,-0.904382805012447,0.243,0.509,0,"M2 Macro. (Cx3cr1_lo)","Plbd1"
"Msrb1.2",0,-0.939062753956745,0.545,0.741,0,"M2 Macro. (Cx3cr1_lo)","Msrb1"
"Srgn.2",0,-0.943737344397444,0.803,0.915,0,"M2 Macro. (Cx3cr1_lo)","Srgn"
"Apoc2.2",0,-0.943790177111433,0.286,0.529,0,"M2 Macro. (Cx3cr1_lo)","Apoc2"
"Syngr1.3",0,-1.01955136055607,0.363,0.497,0,"M2 Macro. (Cx3cr1_lo)","Syngr1"
"Cd52.3",0,-1.04002800205083,0.78,0.945,0,"M2 Macro. (Cx3cr1_lo)","Cd52"
"Lsp1.3",0,-1.1116002921209,0.4,0.649,0,"M2 Macro. (Cx3cr1_lo)","Lsp1"
"Gngt2.1",0,-1.16810281175311,0.361,0.699,0,"M2 Macro. (Cx3cr1_lo)","Gngt2"
"Cytip.3",0,-1.17153683357043,0.141,0.453,0,"M2 Macro. (Cx3cr1_lo)","Cytip"
"Thbs1.1",0,-1.17426981300015,0.331,0.539,0,"M2 Macro. (Cx3cr1_lo)","Thbs1"
"Tmsb10.2",0,-1.18438745968274,0.739,0.904,0,"M2 Macro. (Cx3cr1_lo)","Tmsb10"
"Cd9.3",0,-1.27686426647705,0.277,0.593,0,"M2 Macro. (Cx3cr1_lo)","Cd9"
"Rgs1.1",0,-1.27773762237929,0.325,0.587,0,"M2 Macro. (Cx3cr1_lo)","Rgs1"
"Napsa.2",0,-1.30173094275184,0.108,0.5,0,"M2 Macro. (Cx3cr1_lo)","Napsa"
"Ly6c2.3",0,-1.43452047004099,0.124,0.354,0,"M2 Macro. (Cx3cr1_lo)","Ly6c2"
"Lgals3.2",0,-1.45895218110359,0.851,0.952,0,"M2 Macro. (Cx3cr1_lo)","Lgals3"
"Fabp5.3",0,-1.49776943547714,0.594,0.719,0,"M2 Macro. (Cx3cr1_lo)","Fabp5"
"Il1b.3",0,-1.87079846317026,0.229,0.45,0,"M2 Macro. (Cx3cr1_lo)","Il1b"
"Spp1.3",0,-1.91420826777825,0.553,0.682,0,"M2 Macro. (Cx3cr1_lo)","Spp1"
"Gpnmb.3",0,-1.9363879505098,0.291,0.507,0,"M2 Macro. (Cx3cr1_lo)","Gpnmb"
"Rgs2.1",1.979606769513e-307,-0.479702996415944,0.564,0.721,5.59298300590508e-303,"M2 Macro. (Cx3cr1_lo)","Rgs2"
"F7.1",6.66725033926968e-307,-0.310644059019327,0.024,0.137,1.88369823835386e-302,"M2 Macro. (Cx3cr1_lo)","F7"
"Lamp1.2",1.01153965955811e-306,0.263983017889386,0.972,0.932,2.85790300014952e-302,"M2 Macro. (Cx3cr1_lo)","Lamp1"
"Cd44.3",5.6732424715988e-306,-0.460589200807639,0.587,0.745,1.60286119550081e-301,"M2 Macro. (Cx3cr1_lo)","Cd44"
"Hp.2",2.28968895021268e-305,-0.696701585824954,0.028,0.141,6.46905819103589e-301,"M2 Macro. (Cx3cr1_lo)","Hp"
"Msn.1",5.03937288975242e-305,-0.37219190008279,0.676,0.799,1.42377402254175e-300,"M2 Macro. (Cx3cr1_lo)","Msn"
"1810033B17Rik.2",6.73179944892925e-305,-0.367667690173735,0.013,0.119,1.90193529830598e-300,"M2 Macro. (Cx3cr1_lo)","1810033B17Rik"
"Clec4d.1",8.12877334123068e-304,-0.637773307799205,0.306,0.465,2.29662233209791e-299,"M2 Macro. (Cx3cr1_lo)","Clec4d"
"Csf2ra.1",4.22322595405764e-302,-0.339229177357447,0.407,0.585,1.1931880287999e-297,"M2 Macro. (Cx3cr1_lo)","Csf2ra"
"Ddx60.1",2.29372355070783e-301,0.341648442562392,0.226,0.118,6.48045714781483e-297,"M2 Macro. (Cx3cr1_lo)","Ddx60"
"Dok2.1",6.45219085417133e-301,0.449790403673834,0.456,0.326,1.82293748202903e-296,"M2 Macro. (Cx3cr1_lo)","Dok2"
"Mmp14",2.04270905295575e-300,-0.38041820233988,0.168,0.325,5.77126588731587e-296,"M2 Macro. (Cx3cr1_lo)","Mmp14"
"Clcn5",2.32374640684312e-300,0.335822702649109,0.266,0.151,6.56528072325386e-296,"M2 Macro. (Cx3cr1_lo)","Clcn5"
"Tctex1d2",2.66484817658835e-299,-0.297179559780213,0.224,0.394,7.52899555331507e-295,"M2 Macro. (Cx3cr1_lo)","Tctex1d2"
"Itgb5.2",4.50693939259644e-299,-0.440024224808121,0.429,0.573,1.27334558659027e-294,"M2 Macro. (Cx3cr1_lo)","Itgb5"
"Ighm.1",1.11925633659551e-298,0.413294152332368,0.379,0.243,3.16223492778331e-294,"M2 Macro. (Cx3cr1_lo)","Ighm"
"Egr1.3",2.35254058780903e-298,0.855321527543918,0.424,0.295,6.64663292273685e-294,"M2 Macro. (Cx3cr1_lo)","Egr1"
"Mpc1.2",2.71216193149979e-298,-0.366776090857379,0.564,0.701,7.66267110506636e-294,"M2 Macro. (Cx3cr1_lo)","Mpc1"
"Tcn2",8.54409121055618e-298,0.466783638582631,0.53,0.42,2.41396208971844e-293,"M2 Macro. (Cx3cr1_lo)","Tcn2"
"Olfml3.2",1.37079887847004e-297,-0.339565515008501,0.126,0.275,3.8729180713414e-293,"M2 Macro. (Cx3cr1_lo)","Olfml3"
"Cd74.2",1.39150400608596e-297,-0.918302201375047,0.719,0.792,3.93141626839467e-293,"M2 Macro. (Cx3cr1_lo)","Cd74"
"Prdx5.2",1.07625190433995e-296,-0.476728731020308,0.753,0.84,3.04073450533166e-292,"M2 Macro. (Cx3cr1_lo)","Prdx5"
"Mif.1",7.08906933275553e-296,-0.394765649896903,0.549,0.692,2.00287475858342e-291,"M2 Macro. (Cx3cr1_lo)","Mif"
"Rhov",1.1138038689791e-294,-0.28615392848639,0.059,0.186,3.14683007102665e-290,"M2 Macro. (Cx3cr1_lo)","Rhov"
"Tgif1.1",1.175013495462e-294,-0.361190056073882,0.421,0.596,3.31976562872879e-290,"M2 Macro. (Cx3cr1_lo)","Tgif1"
"Calm1",1.06697832447403e-293,-0.306720532734944,0.957,0.977,3.01453386013647e-289,"M2 Macro. (Cx3cr1_lo)","Calm1"
"Ptplad2",3.63273389567594e-293,0.422477596809382,0.618,0.505,1.02635630754532e-288,"M2 Macro. (Cx3cr1_lo)","Ptplad2"
"Pbxip1",5.42959935276133e-293,-0.293726362955104,0.172,0.331,1.53402470513566e-288,"M2 Macro. (Cx3cr1_lo)","Pbxip1"
"Got1.1",1.38837322379285e-291,-0.393748638758561,0.389,0.556,3.92257086918193e-287,"M2 Macro. (Cx3cr1_lo)","Got1"
"Tmem8",2.08904817217976e-291,0.299686741784211,0.226,0.121,5.90218780085947e-287,"M2 Macro. (Cx3cr1_lo)","Tmem8"
"Vegfa.1",3.53361866911211e-291,-0.445227729725369,0.065,0.193,9.98353282584246e-287,"M2 Macro. (Cx3cr1_lo)","Vegfa"
"Esyt1.1",7.90503433779303e-291,-0.341094136521994,0.307,0.469,2.23340935145667e-286,"M2 Macro. (Cx3cr1_lo)","Esyt1"
"Slc16a3.2",2.54571086242955e-288,-0.448346140715038,0.102,0.24,7.19239689962221e-284,"M2 Macro. (Cx3cr1_lo)","Slc16a3"
"mt-Nd4",6.29414045272308e-288,0.334617938785085,0.967,0.936,1.77828350210785e-283,"M2 Macro. (Cx3cr1_lo)","mt-Nd4"
"Camk1.2",1.81013803854109e-287,0.376836329825364,0.656,0.547,5.11418300029013e-283,"M2 Macro. (Cx3cr1_lo)","Camk1"
"Sowahc.1",6.27644956380926e-287,-0.325221330284108,0.127,0.276,1.77328529526303e-282,"M2 Macro. (Cx3cr1_lo)","Sowahc"
"Malt1.1",2.50321108884604e-284,-0.339330151547601,0.079,0.209,7.07232228931672e-280,"M2 Macro. (Cx3cr1_lo)","Malt1"
"Abr",3.89959653972622e-284,-0.292010593823284,0.2,0.36,1.10175301036885e-279,"M2 Macro. (Cx3cr1_lo)","Abr"
"Gbp7.2",5.73885614020262e-284,0.321461703625931,0.265,0.149,1.62139902529145e-279,"M2 Macro. (Cx3cr1_lo)","Gbp7"
"Ldha.2",2.2502761309963e-283,-0.384474594313291,0.721,0.816,6.35770515290386e-279,"M2 Macro. (Cx3cr1_lo)","Ldha"
"Lyl1",7.53019933757486e-283,0.354328029203779,0.338,0.215,2.12750721884503e-278,"M2 Macro. (Cx3cr1_lo)","Lyl1"
"Skil.1",1.11039011856498e-281,-0.33991115285675,0.398,0.577,3.13718520198165e-277,"M2 Macro. (Cx3cr1_lo)","Skil"
"Sesn1.1",9.29244315110825e-281,0.36400451306998,0.267,0.156,2.62539396348261e-276,"M2 Macro. (Cx3cr1_lo)","Sesn1"
"Dusp5.2",4.27355323925652e-278,-0.437726414330583,0.233,0.391,1.20740699668714e-273,"M2 Macro. (Cx3cr1_lo)","Dusp5"
"S100a4.2",6.36411788665315e-278,-0.636753728921788,0.644,0.75,1.79805422651612e-273,"M2 Macro. (Cx3cr1_lo)","S100a4"
"Cxcr4",2.42533515667804e-277,-0.436364132702576,0.44,0.603,6.85229941816246e-273,"M2 Macro. (Cx3cr1_lo)","Cxcr4"
"Gsto1",4.2307980564731e-276,-0.307318609583224,0.257,0.417,1.19532737489534e-271,"M2 Macro. (Cx3cr1_lo)","Gsto1"
"Sgpp1",6.39008152802163e-276,0.376963724533731,0.301,0.186,1.80538973411195e-271,"M2 Macro. (Cx3cr1_lo)","Sgpp1"
"Calm2",2.94667390282866e-275,0.316788777499831,0.914,0.888,8.32523777766182e-271,"M2 Macro. (Cx3cr1_lo)","Calm2"
"Ap2s1",7.10393550715016e-274,0.404303103611926,0.746,0.719,2.00707489883513e-269,"M2 Macro. (Cx3cr1_lo)","Ap2s1"
"Smpdl3a.2",7.74990517484387e-274,-0.441592023315793,0.504,0.631,2.18958070904864e-269,"M2 Macro. (Cx3cr1_lo)","Smpdl3a"
"Eps8.1",1.49671944973982e-273,0.378825132271719,0.401,0.27,4.22868146134992e-269,"M2 Macro. (Cx3cr1_lo)","Eps8"
"Rbpj.2",1.70385226389618e-273,0.419711891669761,0.58,0.468,4.81389380118588e-269,"M2 Macro. (Cx3cr1_lo)","Rbpj"
"Dusp2.2",2.07260704136498e-273,-0.498208238854039,0.184,0.334,5.85573667396849e-269,"M2 Macro. (Cx3cr1_lo)","Dusp2"
"Laptm4a",1.06814154458977e-270,0.358750014106362,0.803,0.763,3.01782030592947e-266,"M2 Macro. (Cx3cr1_lo)","Laptm4a"
"Reps2.1",7.09544323220005e-270,0.358388834261995,0.262,0.154,2.00467557639348e-265,"M2 Macro. (Cx3cr1_lo)","Reps2"
"Grasp.1",1.00289456424057e-269,-0.389027908398783,0.023,0.125,2.83347801234889e-265,"M2 Macro. (Cx3cr1_lo)","Grasp"
"Mfsd11.2",1.94162285097632e-269,0.397643032911504,0.49,0.377,5.4856670408634e-265,"M2 Macro. (Cx3cr1_lo)","Mfsd11"
"mt-Nd1.2",5.55674072285691e-269,0.369393750858547,0.974,0.961,1.56994595642876e-264,"M2 Macro. (Cx3cr1_lo)","mt-Nd1"
"Rnase6.1",1.24934375514445e-268,-0.38737165997024,0.058,0.175,3.52977091140961e-264,"M2 Macro. (Cx3cr1_lo)","Rnase6"
"Gpr132.2",1.57487484089158e-268,-0.402196523400914,0.156,0.298,4.44949388797099e-264,"M2 Macro. (Cx3cr1_lo)","Gpr132"
"H2-Eb1.2",3.13983640206579e-267,-1.18332447492894,0.507,0.602,8.87097978675647e-263,"M2 Macro. (Cx3cr1_lo)","H2-Eb1"
"Rpl37a.1",5.80711974499598e-266,0.265144318992726,0.995,0.994,1.64068554155371e-261,"M2 Macro. (Cx3cr1_lo)","Rpl37a"
"Mt2",5.42535902241814e-265,1.06160724255567,0.252,0.147,1.5328266846038e-260,"M2 Macro. (Cx3cr1_lo)","Mt2"
"Gpr137b-ps",1.45582138499644e-263,-0.316094320576355,0.196,0.35,4.11313215903045e-259,"M2 Macro. (Cx3cr1_lo)","Gpr137b-ps"
"B4galnt1",2.29286655948903e-263,-0.264920163942554,0.191,0.343,6.47803589052436e-259,"M2 Macro. (Cx3cr1_lo)","B4galnt1"
"Pros1",3.4567043596544e-262,0.421993256505475,0.279,0.171,9.76622682733158e-258,"M2 Macro. (Cx3cr1_lo)","Pros1"
"H2-Ab1.2",8.9973107447106e-262,-1.10335818419651,0.588,0.667,2.54201020470309e-257,"M2 Macro. (Cx3cr1_lo)","H2-Ab1"
"Cd300a",6.46070537872176e-261,-0.366579541083181,0.52,0.665,1.82534309065026e-256,"M2 Macro. (Cx3cr1_lo)","Cd300a"
"Tcf4.1",8.99145198403599e-261,0.365246357391547,0.558,0.448,2.54035492904969e-256,"M2 Macro. (Cx3cr1_lo)","Tcf4"
"Cd97.1",3.29850633201124e-260,-0.335759777115291,0.322,0.493,9.31926993983135e-256,"M2 Macro. (Cx3cr1_lo)","Cd97"
"Psmd8.1",7.42241736666621e-260,-0.330816622136034,0.629,0.749,2.09705557860421e-255,"M2 Macro. (Cx3cr1_lo)","Psmd8"
"Lamp2",4.70474827431971e-259,0.317922558456605,0.871,0.83,1.32923252994355e-254,"M2 Macro. (Cx3cr1_lo)","Lamp2"
"Capg.1",5.11852741400807e-259,-0.476293177521041,0.708,0.765,1.4461375502797e-254,"M2 Macro. (Cx3cr1_lo)","Capg"
"Hck.3",2.39040897829548e-257,-0.333520721185763,0.37,0.526,6.75362248637821e-253,"M2 Macro. (Cx3cr1_lo)","Hck"
"Mrpl52.1",5.04521775681507e-257,-0.295984362079268,0.595,0.745,1.42542537283296e-252,"M2 Macro. (Cx3cr1_lo)","Mrpl52"
"H2-Aa.2",6.71636032252566e-257,-1.01278231023909,0.566,0.649,1.89757328192317e-252,"M2 Macro. (Cx3cr1_lo)","H2-Aa"
"Rgcc.1",9.891076152131e-256,-0.572329720660419,0.176,0.316,2.79452574526157e-251,"M2 Macro. (Cx3cr1_lo)","Rgcc"
"Rab11fip1.2",5.51627132252521e-255,-0.321191741626046,0.06,0.174,1.55851213675305e-250,"M2 Macro. (Cx3cr1_lo)","Rab11fip1"
"B4galt6",2.45443526626416e-254,0.395357619206532,0.438,0.321,6.93451595777612e-250,"M2 Macro. (Cx3cr1_lo)","B4galt6"
"Mpp1.2",5.71243633749666e-253,0.35421320029901,0.67,0.576,1.61393463843293e-248,"M2 Macro. (Cx3cr1_lo)","Mpp1"
"Tcirg1.1",8.41925010127489e-253,-0.307649075783982,0.429,0.581,2.37869073111319e-248,"M2 Macro. (Cx3cr1_lo)","Tcirg1"
"Hbegf",1.15147757749317e-252,0.365487654644696,0.142,0.063,3.25326959969144e-248,"M2 Macro. (Cx3cr1_lo)","Hbegf"
"Rbm3.1",4.8395931541125e-252,-0.296225211355383,0.814,0.898,1.36733025383141e-247,"M2 Macro. (Cx3cr1_lo)","Rbm3"
"Nr4a2.2",4.71427117805287e-251,-0.524288594335499,0.248,0.398,1.33192303593528e-246,"M2 Macro. (Cx3cr1_lo)","Nr4a2"
"Fam107b.2",1.56225897026172e-250,-0.295283308465408,0.192,0.338,4.41385026868045e-246,"M2 Macro. (Cx3cr1_lo)","Fam107b"
"S100a6.2",1.57830790070847e-248,-0.409732873891753,0.8,0.885,4.45919331187163e-244,"M2 Macro. (Cx3cr1_lo)","S100a6"
"H13",1.04204919768152e-247,-0.295813612899325,0.409,0.568,2.94410159820959e-243,"M2 Macro. (Cx3cr1_lo)","H13"
"Nfil3.2",1.2072354941588e-246,-0.357013943386586,0.239,0.39,3.41080244164685e-242,"M2 Macro. (Cx3cr1_lo)","Nfil3"
"Traf1.2",4.93402155169309e-246,-0.470152340610854,0.07,0.182,1.39400910899985e-241,"M2 Macro. (Cx3cr1_lo)","Traf1"
"Rnf149.1",2.44895790497592e-245,-0.317132044217515,0.287,0.443,6.91904076892845e-241,"M2 Macro. (Cx3cr1_lo)","Rnf149"
"Aoah",3.22073027373801e-245,0.280703224983583,0.25,0.146,9.099529242392e-241,"M2 Macro. (Cx3cr1_lo)","Aoah"
"Sh3bgrl",4.05564876113647e-244,0.351705277116239,0.757,0.722,1.14584244448389e-239,"M2 Macro. (Cx3cr1_lo)","Sh3bgrl"
"Cstb.1",4.78410790365122e-244,-0.551200728606094,0.876,0.899,1.35165400601858e-239,"M2 Macro. (Cx3cr1_lo)","Cstb"
"Agpat4.2",1.527794258334e-243,-0.305133195834371,0.16,0.298,4.31647711807104e-239,"M2 Macro. (Cx3cr1_lo)","Agpat4"
"Myl12b.1",5.29856094619141e-243,-0.295057704733126,0.594,0.736,1.49700242412746e-238,"M2 Macro. (Cx3cr1_lo)","Myl12b"
"Rhob.2",2.94558369655924e-242,0.533910936584034,0.615,0.512,8.32215761788882e-238,"M2 Macro. (Cx3cr1_lo)","Rhob"
"Cotl1.2",1.08886368019092e-241,-0.316713457033024,0.878,0.912,3.07636655564341e-237,"M2 Macro. (Cx3cr1_lo)","Cotl1"
"Cd72.3",3.12882317218113e-241,-0.597156031663223,0.163,0.294,8.83986410836336e-237,"M2 Macro. (Cx3cr1_lo)","Cd72"
"Rnf141",1.66494196883292e-240,0.256715246453469,0.201,0.108,4.70396054454366e-236,"M2 Macro. (Cx3cr1_lo)","Rnf141"
"Anxa2.2",5.12727359575565e-239,-0.459412155486715,0.735,0.811,1.44860860900884e-234,"M2 Macro. (Cx3cr1_lo)","Anxa2"
"Chi3l3.2",1.33853473955122e-238,-1.04022677118453,0.217,0.354,3.78176219965407e-234,"M2 Macro. (Cx3cr1_lo)","Chi3l3"
"Kcnn4",3.67323686203566e-236,-0.281403667714807,0.167,0.307,1.03779961063094e-231,"M2 Macro. (Cx3cr1_lo)","Kcnn4"
"Dock10",2.5161256738556e-235,-0.273470421267348,0.215,0.363,7.10880986634424e-231,"M2 Macro. (Cx3cr1_lo)","Dock10"
"Rgs18",4.34990201003336e-235,0.309758791490398,0.261,0.157,1.22897781489473e-230,"M2 Macro. (Cx3cr1_lo)","Rgs18"
"Nuak2",1.4660752829762e-234,-0.301347601890118,0.191,0.333,4.14210249699266e-230,"M2 Macro. (Cx3cr1_lo)","Nuak2"
"Tmem106a.2",1.52203788726433e-234,0.348345967898616,0.702,0.621,4.30021364288792e-230,"M2 Macro. (Cx3cr1_lo)","Tmem106a"
"Slamf8.2",1.71941443033048e-234,-0.296450142168323,0.083,0.199,4.8578615900127e-230,"M2 Macro. (Cx3cr1_lo)","Slamf8"
"Vasp.1",2.62662833046961e-234,-0.32184669122417,0.405,0.558,7.42101302207579e-230,"M2 Macro. (Cx3cr1_lo)","Vasp"
"Bin2",3.57838942903278e-234,-0.267273094317305,0.187,0.326,1.01100236538463e-229,"M2 Macro. (Cx3cr1_lo)","Bin2"
"Irf5.1",4.36400016631676e-234,-0.286745028925246,0.446,0.604,1.23296096698947e-229,"M2 Macro. (Cx3cr1_lo)","Irf5"
"Smad7",6.21197681070403e-233,-0.339505588330827,0.152,0.286,1.75506980832821e-228,"M2 Macro. (Cx3cr1_lo)","Smad7"
"Stap1.2",1.50842052189477e-232,-0.396962123035743,0.087,0.203,4.26174050050929e-228,"M2 Macro. (Cx3cr1_lo)","Stap1"
"Tspan32",1.84897157905222e-232,0.251341996426205,0.186,0.097,5.22389940229624e-228,"M2 Macro. (Cx3cr1_lo)","Tspan32"
"Tmem261",3.16015029535201e-232,0.395969748628765,0.567,0.489,8.92837262945804e-228,"M2 Macro. (Cx3cr1_lo)","Tmem261"
"Pold4",5.59688619510248e-232,-0.290329565816742,0.409,0.569,1.5812882567023e-227,"M2 Macro. (Cx3cr1_lo)","Pold4"
"Scamp2.1",8.89142270046101e-231,0.379490998415235,0.628,0.562,2.51209365556125e-226,"M2 Macro. (Cx3cr1_lo)","Scamp2"
"Ptprc.3",9.37112546422386e-231,-0.426836386130995,0.67,0.777,2.64762407740717e-226,"M2 Macro. (Cx3cr1_lo)","Ptprc"
"Myo5a.1",1.42320638712162e-230,0.378093194030541,0.572,0.481,4.0209850055347e-226,"M2 Macro. (Cx3cr1_lo)","Myo5a"
"Nisch",5.65703591087682e-230,0.37435385932801,0.588,0.503,1.59828235590003e-225,"M2 Macro. (Cx3cr1_lo)","Nisch"
"Idh2",1.06989120613828e-229,0.355228030026357,0.474,0.373,3.02276362470248e-225,"M2 Macro. (Cx3cr1_lo)","Idh2"
"Ptms.1",1.28681128293806e-229,-0.365631359168546,0.677,0.777,3.6356279176849e-225,"M2 Macro. (Cx3cr1_lo)","Ptms"
"Fam213b",1.29504185816021e-227,0.366266348789411,0.428,0.32,3.65888176186003e-223,"M2 Macro. (Cx3cr1_lo)","Fam213b"
"2610507B11Rik",5.17903805855582e-227,0.37392573785288,0.399,0.295,1.46323362268377e-222,"M2 Macro. (Cx3cr1_lo)","2610507B11Rik"
"Ppp2ca.2",5.89929561048443e-226,-0.315331129844853,0.623,0.752,1.66672798883017e-221,"M2 Macro. (Cx3cr1_lo)","Ppp2ca"
"Rap2a.1",3.19838578129733e-225,-0.296775160876615,0.25,0.392,9.03639934789935e-221,"M2 Macro. (Cx3cr1_lo)","Rap2a"
"Slc38a1",1.12183761834398e-224,-0.27623314901775,0.211,0.353,3.16952782310725e-220,"M2 Macro. (Cx3cr1_lo)","Slc38a1"
"Slpi.2",3.41096370083879e-224,-0.720125257930312,0.041,0.138,9.63699574397984e-220,"M2 Macro. (Cx3cr1_lo)","Slpi"
"H2-DMa.1",2.60654642851551e-223,-0.500356461524703,0.582,0.696,7.36427562448487e-219,"M2 Macro. (Cx3cr1_lo)","H2-DMa"
"Syngr2.2",3.61140789466526e-222,-0.447561037074447,0.526,0.66,1.02033107247978e-217,"M2 Macro. (Cx3cr1_lo)","Syngr2"
"Slc29a1.1",2.22938916165038e-221,0.364618259924003,0.332,0.227,6.29869319841082e-217,"M2 Macro. (Cx3cr1_lo)","Slc29a1"
"Fam43a",1.22785314447774e-220,0.252835668765633,0.126,0.056,3.46905348909295e-216,"M2 Macro. (Cx3cr1_lo)","Fam43a"
"Rnf150",7.60925762351656e-220,0.327835642274686,0.296,0.193,2.14984355637213e-215,"M2 Macro. (Cx3cr1_lo)","Rnf150"
"Gnpda1",9.05245327319572e-220,0.382877460463332,0.483,0.385,2.55758962327599e-215,"M2 Macro. (Cx3cr1_lo)","Gnpda1"
"Hfe.1",1.70449675472809e-219,0.346588157437536,0.488,0.378,4.81571468113327e-215,"M2 Macro. (Cx3cr1_lo)","Hfe"
"Fam20c.1",6.159938076237e-219,-0.297058953941684,0.15,0.277,1.74036730467924e-214,"M2 Macro. (Cx3cr1_lo)","Fam20c"
"Cd164.1",1.16889269170607e-218,0.372438185801366,0.453,0.35,3.30247252187715e-214,"M2 Macro. (Cx3cr1_lo)","Cd164"
"AI504432.1",1.28921872035399e-218,-0.269581953972878,0.086,0.2,3.64242965061612e-214,"M2 Macro. (Cx3cr1_lo)","AI504432"
"Atp6v0e.1",7.25528227691007e-218,-0.253900581084721,0.846,0.9,2.0498349016954e-213,"M2 Macro. (Cx3cr1_lo)","Atp6v0e"
"Slc2a1.1",1.52327841282522e-217,-0.250049919491313,0.091,0.205,4.30371849975509e-213,"M2 Macro. (Cx3cr1_lo)","Slc2a1"
"Ms4a6b.3",5.86169032494845e-217,0.290913660862312,0.801,0.732,1.65610336750769e-212,"M2 Macro. (Cx3cr1_lo)","Ms4a6b"
"Ltb4r1.2",9.60862561616261e-217,-0.321548062278791,0.049,0.147,2.71472499533442e-212,"M2 Macro. (Cx3cr1_lo)","Ltb4r1"
"Tgfb1",2.87371444489314e-216,-0.319270379136806,0.644,0.754,8.11910542115659e-212,"M2 Macro. (Cx3cr1_lo)","Tgfb1"
"Ang.1",3.04103617690272e-214,0.352104036039003,0.382,0.274,8.59183951060326e-210,"M2 Macro. (Cx3cr1_lo)","Ang"
"Sec61b.1",1.44155840106997e-213,-0.275533336622684,0.796,0.873,4.07283495054298e-209,"M2 Macro. (Cx3cr1_lo)","Sec61b"
"Fez2",1.33173155488168e-212,0.328712821907404,0.322,0.22,3.76254116200721e-208,"M2 Macro. (Cx3cr1_lo)","Fez2"
"Diap1.1",2.20204537977125e-212,-0.335506439456941,0.382,0.523,6.2214388114677e-208,"M2 Macro. (Cx3cr1_lo)","Diap1"
"Anxa1.2",8.64703846641677e-211,-0.495294151158992,0.537,0.651,2.44304777791673e-206,"M2 Macro. (Cx3cr1_lo)","Anxa1"
"Klra2.3",1.17781641752264e-210,-0.281441500174996,0.036,0.126,3.32768472442671e-206,"M2 Macro. (Cx3cr1_lo)","Klra2"
"Clec4e.3",7.90665745695041e-210,-0.806248153691192,0.153,0.273,2.2338679313122e-205,"M2 Macro. (Cx3cr1_lo)","Clec4e"
"Ramp1.1",1.76877031543151e-208,-0.289628118095686,0.26,0.407,4.99730677218863e-204,"M2 Macro. (Cx3cr1_lo)","Ramp1"
"Psme1.2",2.12481741561096e-208,-0.358266182145172,0.668,0.783,6.00324664432565e-204,"M2 Macro. (Cx3cr1_lo)","Psme1"
"Psmb5.1",2.83275191650176e-208,-0.266461848837431,0.531,0.665,8.00337398969243e-204,"M2 Macro. (Cx3cr1_lo)","Psmb5"
"Abcg1.2",2.94592000233901e-208,-0.302574266952928,0.294,0.439,8.3231077826084e-204,"M2 Macro. (Cx3cr1_lo)","Abcg1"
"Calr.1",3.8781759347542e-208,-0.345721834099175,0.835,0.889,1.09570104684611e-203,"M2 Macro. (Cx3cr1_lo)","Calr"
"Atp5g1.1",1.36921746526768e-206,-0.263357460921667,0.701,0.803,3.86845010462076e-202,"M2 Macro. (Cx3cr1_lo)","Atp5g1"
"Adam15",1.15209104000831e-205,0.368736636793662,0.506,0.417,3.25500281533547e-201,"M2 Macro. (Cx3cr1_lo)","Adam15"
"Lpcat2.1",7.01383878348636e-205,-0.37924717867004,0.271,0.404,1.9816198714984e-200,"M2 Macro. (Cx3cr1_lo)","Lpcat2"
"Dhrs3.2",1.13329428451763e-204,0.302929398106941,0.702,0.608,3.20189634204766e-200,"M2 Macro. (Cx3cr1_lo)","Dhrs3"
"Hspa1a.3",1.46728544553589e-204,0.48979454128476,0.631,0.515,4.14552156927255e-200,"M2 Macro. (Cx3cr1_lo)","Hspa1a"
"Txnrd1.2",1.65895363013549e-204,-0.284473394154089,0.259,0.402,4.6870416912218e-200,"M2 Macro. (Cx3cr1_lo)","Txnrd1"
"Fdps.1",2.98618151818225e-204,-0.372635328452093,0.124,0.241,8.43685864332032e-200,"M2 Macro. (Cx3cr1_lo)","Fdps"
"Tmem50a",4.09876651456563e-204,0.279766383957554,0.832,0.802,1.15802450336023e-199,"M2 Macro. (Cx3cr1_lo)","Tmem50a"
"Ptp4a1.1",4.06174794594276e-202,-0.27183704742244,0.456,0.606,1.14756564716721e-197,"M2 Macro. (Cx3cr1_lo)","Ptp4a1"
"Snx8",8.82186850091691e-202,0.33685787563115,0.408,0.312,2.49244250756405e-197,"M2 Macro. (Cx3cr1_lo)","Snx8"
"Tnip3.3",1.36306275106132e-200,-0.417272865711316,0.04,0.13,3.85106119057355e-196,"M2 Macro. (Cx3cr1_lo)","Tnip3"
"Rgl1.2",1.83926551592666e-199,0.374411815937211,0.488,0.381,5.19647686214759e-195,"M2 Macro. (Cx3cr1_lo)","Rgl1"
